rain_multiplier,n,exceed_flags_updated,violations,violation_rate,max_violation,mean_score
1.25,3000,True,0,0.0,0.0,0.13872898228389352
1.5,3000,True,0,0.0,0.0,0.1674741794043666
2.0,3000,True,0,0.0,0.0,0.2402709648960569
4.0,3000,True,0,0.0,0.0,0.359219654374842
1.25,3000,False,0,0.0,0.0,0.13533811050891756
1.5,3000,False,0,0.0,0.0,0.16077380633035263
2.0,3000,False,0,0.0,0.0,0.22999912374151033
4.0,3000,False,0,0.0,0.0,0.34543704636074274
