sigma,AP,pct_of_clean,roc_auc
0.0,0.21459165094469113,100.0,0.7698744859463619
0.05,0.21080823673318758,98.2369238528862,0.7675550035202954
0.1,0.20979098421326428,97.76288280075529,0.7644561313968498
0.25,0.21347618568757065,99.48019167930816,0.7601192676461984
0.5,0.19870722816833405,92.59783747110873,0.7471491641707315
1.0,0.18185004860556472,84.74236896217121,0.7253696602121755
