sigma,AP,pct_of_clean,roc_auc
0.0,0.3742559618461208,100.0,0.7652010871058362
0.05,0.37595216135687354,100.45321910234529,0.7658326636582802
0.1,0.37366408638198656,99.84185276268822,0.764065215188917
0.25,0.3642986437700654,97.3394363507429,0.7555059309170084
0.5,0.3303493426378513,88.26829130745493,0.736177863976977
1.0,0.2969630620320691,79.34758355410476,0.7096237456471122
