feature,dev_roc,dev_mean_pos,dev_mean_neg,test_roc,test_mean_pos,test_mean_neg
rain_1d_mm,0.5885858077177256,15.088314142886963,9.294259827517644,0.5161025727541846,13.756445698660782,11.343919364915491
rain_3d_mm,0.6394777448271887,44.394704411171105,27.762429957310065,0.5011419891409615,31.484709514062484,33.0529247684082
rain_7d_mm,0.6475043672506099,97.4905417701616,64.911313793703,0.4594936741464219,65.14303075872746,76.18690386711458
rain_15d_mm,0.6422491252032347,194.36547015470734,137.9219636716785,0.42932878383576134,133.5691203618748,162.19003615708453
rain_30d_mm,0.6430738172562451,386.7977210065399,270.831280684443,0.41275979957827647,252.54583900330363,318.46505717058164
api_mm,0.6468618424890586,151.30351448688083,104.95383711008826,0.4214075152994992,101.38160175546298,123.5511339924944
id_ratio_3d,0.6394777448271887,0.6215788124968187,0.3887071323882631,0.5011419891409615,0.4408234858442658,0.4627803698569978
